Номер заказа,КАТО,Область,Район,Сельский округ,СНП,Предоставление ГПР (наличие),Уведомление о начале строительно-монтажных работ,Мобилизация подрядчика (дата),Дата начала СМР,Дата завершения СМР,% выполнения СМР,Устранение замечаний технадзора (наличие),Авторский надзор (план график и журнал авторского надзора),Исполнительная документация (% предоставления),Плановая дата завершения,Фактическая готовность (%),Письменное подтверждение ГАСКа и НПЦзем,Декларация о соответствии,Акт ввода в эксплуатацию,Счет-фактура на выполненные работы;,Справки стоимости выполненных работ и затрат формы КС-3;,Актов выполненных работ формы 2В;,Объемная справка о выполненных работах и расходе материалов;,"Счет-фактура на материалы Подрядчика (не включенные в справочные нормативы, для подтверждения фактических затрат Подрядчика);",Сертификаты CT-KZ на материалы (при наличии);,Протокол об изменениях в проекте (при необходимости);,Корретировка ЗУП (при необходимости),Корретировка ПСД (при необходимости),Технический Акт приемки выполненных работ.,Заключения Комиссии о готовности к приемке построенного объекта;
,,,,,,,,,,,,5 замечаний: 3 устранено,,,,,,,,,,,,,,,,,,
